run_id,tick,time,car_id,pos_x,pos_y,speed,lap_time,lap_number,status,position_diff
20251112_114048,9,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,9,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,9,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,9,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,9,1762927849.0500195,car_8,140,0,0.98,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_1,0,0,1.04,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_2,20,0,1.124864,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,10,1762927849.0500195,car_8,140,0,0.98,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_2,20,0,1.124864,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,11,1762927849.0500195,car_8,140,0,0.98,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,12,1762927849.0500195,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,13,1762927849.0500195,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_4,60,0,1.0816000000000001,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,14,1762927849.0500195,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_4,60,0,1.059968,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,15,1762927849.0500195,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_4,60,0,1.059968,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,16,1762927849.0566351,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_4,60,0,1.059968,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,17,1762927849.0570803,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_4,60,0,1.059968,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,18,1762927849.0570803,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_4,60,0,1.059968,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,19,1762927849.05781,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_3,40,0,0.98,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,20,1762927849.05781,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_1,0,0,1.0816000000000001,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_7,120,0,1.0,0.0,0,running,0
20251112_114048,21,1762927849.059042,car_8,140,0,1.0192,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_1,0,0,1.059968,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,22,1762927849.059042,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_1,0,0,1.059968,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,23,1762927849.059042,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,24,1762927849.0600414,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_5,80,0,1.0,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,25,1762927849.0600414,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_5,80,0,0.98,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,26,1762927849.0600414,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_5,80,0,0.98,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,27,1762927849.061041,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,28,1762927849.061041,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_3,40,0,0.9603999999999999,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_7,120,0,0.98,0.0,0,running,0
20251112_114048,29,1762927849.061041,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_1,0,0,1.10236672,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,30,1762927849.062041,car_8,140,0,1.0599680000000002,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,31,1762927849.062041,car_8,140,0,1.1023667200000002,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_6,100,0,1.03876864,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,32,1762927849.062041,car_8,140,0,1.1023667200000002,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_2,20,0,1.10236672,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_5,80,0,0.9603999999999999,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_6,100,0,1.0803193856,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,33,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_6,100,0,1.0803193856,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,34,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_6,100,0,1.1235321610239999,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,35,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_6,100,0,1.1235321610239999,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,36,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_6,100,0,1.1235321610239999,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,37,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_6,100,0,1.10106151780352,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,38,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_3,40,0,0.9988159999999999,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_6,100,0,1.10106151780352,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,39,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_3,40,0,1.03876864,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_4,60,0,1.10236672,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_6,100,0,1.10106151780352,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,40,1762927849.062041,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_3,40,0,1.03876864,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_4,60,0,1.0803193856,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_5,80,0,0.9411919999999999,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_6,100,0,1.10106151780352,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_7,120,0,1.0192,0.0,0,running,0
20251112_114048,41,1762927849.0666044,car_8,140,0,1.1464613888000004,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_1,0,0,1.0803193856,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_2,20,0,1.0803193856,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_3,40,0,1.03876864,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_4,60,0,1.0803193856,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_5,80,0,0.9223681599999999,0.0,0,running,0
20251112_114048,42,1762927849.0675974,car_6,100,0,1.10106151780352,0.0,0,running,0
